dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
3/5/2016 15:51,Volkswagen_Golf_1.9_TDI_Pacific,privat,Angebot,2500,control,limousine,2003,manuell,101,golf,150000,10,diesel,volkswagen,nein,3/5/2016 0:00,0,36088,3/10/2016 17:18
3/26/2016 21:00,Reanult_Megane_mit_Klima_und_TÜV,privat,Angebot,450,control,kombi,1998,manuell,0,megane,150000,6,benzin,renault,,3/26/2016 0:00,0,31079,4/6/2016 11:45
3/17/2016 20:38,Audi_A6_2.7_TDI,privat,Angebot,6300,control,limousine,2005,manuell,179,a6,150000,10,diesel,audi,nein,3/17/2016 0:00,0,67105,3/20/2016 23:16
3/14/2016 19:56,A4_2.0_TDI_quattro_NAVI+LEDER+XENON+eSHD+18_ALU,privat,Angebot,10000,control,limousine,2012,manuell,177,a4,150000,3,diesel,audi,nein,3/14/2016 0:00,0,10115,3/14/2016 19:56
3/28/2016 17:43,VW_Golf_1.9_TDI_90ps_mit_Rest_TÜV_02/17,privat,Angebot,950,test,limousine,1998,manuell,90,golf,150000,2,diesel,volkswagen,,3/28/2016 0:00,0,37081,3/28/2016 17:43
3/20/2016 12:40,JEEP_Grand_Cherokee__Limited__Automatik_/_DIESEL___Gruene_Plakette,privat,Angebot,9000,test,suv,2003,automatik,163,grand,90000,9,diesel,jeep,nein,3/20/2016 0:00,0,85456,3/24/2016 3:17
3/31/2016 15:37,Honda_Crx_Del_Sol_tuev_03_2018,privat,Angebot,1300,control,,2018,,0,cr_reihe,150000,6,benzin,honda,nein,3/31/2016 0:00,0,42549,3/31/2016 15:37
3/28/2016 18:54,Mitsubishi_Colt_1300_GL_Twenty_TÜV_AU_Neu,privat,Angebot,1390,control,limousine,1998,manuell,75,colt,150000,3,benzin,mitsubishi,nein,3/28/2016 0:00,0,74821,4/7/2016 1:16
3/15/2016 9:49,Volvo_V50_2_0D_Kintec,privat,Angebot,4200,control,kombi,2006,manuell,136,v50,150000,12,diesel,volvo,nein,3/15/2016 0:00,0,91257,4/5/2016 9:16
4/2/2016 11:55,Skoda_Fabia_1.2_TSI_FAMILY_SHZ_Klimaautomatik,privat,Angebot,9299,test,kleinwagen,2011,manuell,105,fabia,50000,9,benzin,skoda,nein,4/2/2016 0:00,0,38518,4/6/2016 9:46
3/23/2016 22:38,Mazda_MX_5_1.6i_16V_Memories,privat,Angebot,6399,test,cabrio,2003,manuell,110,mx_reihe,80000,4,benzin,mazda,nein,3/23/2016 0:00,0,34414,4/6/2016 6:45
4/4/2016 13:56,Audi_A8_2.8,privat,Angebot,8500,control,limousine,2000,manuell,193,a8,150000,4,benzin,audi,nein,4/4/2016 0:00,0,74172,4/6/2016 15:16
4/2/2016 14:51,Ford_Mondeo_2.0_Ghia,privat,Angebot,1900,test,limousine,2003,manuell,145,mondeo,150000,8,benzin,ford,nein,4/2/2016 0:00,0,30453,4/6/2016 13:17
3/17/2016 20:37,Ford_Fiesta_1.25_Trend__Unfallfrei__Klima__Scheckheft_gepflegt_,privat,Angebot,5600,control,kleinwagen,2009,manuell,60,fiesta,80000,3,benzin,ford,nein,3/17/2016 0:00,0,65474,4/6/2016 23:45
3/17/2016 9:50,Smart_Cabrio_Pulse__mit_nur_8_TKM_Laufleistung,privat,Angebot,3300,test,cabrio,2003,manuell,61,fortwo,100000,1,benzin,smart,nein,3/17/2016 0:00,0,33154,4/6/2016 7:46
3/19/2016 23:54,Volkswagen_Polo_50_Servo_Sportline_|_Tuned_|_TÜV_01/2018,privat,Angebot,1350,control,kleinwagen,1999,manuell,50,polo,150000,1,benzin,volkswagen,nein,3/19/2016 0:00,0,45309,4/6/2016 3:15
3/11/2016 10:37,BMW_530d_Touring_Aut.,privat,Angebot,51000,test,kombi,2015,automatik,258,5er,5000,3,diesel,bmw,nein,3/11/2016 0:00,0,55595,4/7/2016 1:45
4/4/2016 13:59,Opel_Astra_1_6_Selection,privat,Angebot,3000,control,limousine,2001,manuell,85,astra,90000,7,benzin,opel,nein,4/4/2016 0:00,0,22043,4/6/2016 15:17
4/3/2016 21:56,Mercedes_Benz_E_430_T_Avantgarde_V8_Kombi__schwarz__Leder,privat,Angebot,2100,test,kombi,1999,automatik,279,e_klasse,150000,1,benzin,mercedes_benz,nein,4/3/2016 0:00,0,22765,4/5/2016 23:44
3/30/2016 17:57,Vw_Move_Up!_H&R_16'Alu_1Hand_45Tkm_Scheckheft_Winterreifen,privat,Angebot,6299,control,kleinwagen,2012,manuell,60,up,50000,11,benzin,volkswagen,nein,3/30/2016 0:00,0,58511,4/5/2016 7:17
3/19/2016 12:57,VW_Passat_2.0_TDI_BlueMotion_Comfortline_aut._Anh_kupplung_Navi,privat,Angebot,18500,test,kombi,2014,manuell,140,passat,50000,4,diesel,volkswagen,nein,3/19/2016 0:00,0,49393,4/6/2016 19:15
3/22/2016 16:52,Renault_Kangoo__rot__BJ__2002__TÜV_8/2016__Gifhorn,privat,Angebot,1300,test,kombi,2002,manuell,95,kangoo,150000,9,benzin,renault,ja,3/22/2016 0:00,0,38527,3/25/2016 9:16
3/20/2016 12:49,Clk_320_142000,privat,Angebot,4200,test,coupe,1999,automatik,0,clk,150000,8,benzin,mercedes_benz,,3/20/2016 0:00,0,47475,4/6/2016 12:46
3/8/2016 20:43,Fiat_500_L,privat,Angebot,4450,control,kleinwagen,1971,manuell,23,500,70000,5,benzin,fiat,nein,3/8/2016 0:00,0,33729,4/5/2016 18:44
3/18/2016 0:58,Liebhaberstueck,privat,Angebot,1200,test,,2000,,0,andere,150000,0,,bmw,ja,3/17/2016 0:00,0,6905,4/5/2016 21:46
3/28/2016 7:37,VW_Sharan_Tuev_NEU!,privat,Angebot,7777,test,bus,2007,manuell,140,sharan,150000,5,diesel,volkswagen,nein,3/28/2016 0:00,0,25337,4/2/2016 13:16
3/31/2016 8:41,Opel_Meriva_1.6_l__mit_Anhaengerkupplung,privat,Angebot,2000,control,bus,2003,manuell,87,meriva,150000,11,benzin,opel,nein,3/30/2016 0:00,0,83735,4/6/2016 1:16
3/10/2016 17:38,Opel_Astra_H_1.8_TÜV_11/17,privat,Angebot,4200,control,limousine,2004,manuell,125,astra,125000,11,benzin,opel,,3/10/2016 0:00,0,99817,4/5/2016 18:15
4/4/2016 16:54,Renault_Scénic_RX4,privat,Angebot,2800,test,suv,2002,manuell,138,scenic,150000,8,benzin,renault,,4/4/2016 0:00,0,72202,4/6/2016 18:46
3/30/2016 21:47,BMW_523i_Aut.,privat,Angebot,10999,test,limousine,2006,automatik,177,5er,30000,3,benzin,bmw,nein,3/30/2016 0:00,0,84036,3/30/2016 21:47
4/4/2016 0:37,Mercedes_Benz_E_300_T_Model_Leder_SSD_Klima_Automatik,privat,Angebot,1999,test,kombi,1991,automatik,179,e_klasse,150000,6,benzin,mercedes_benz,ja,4/4/2016 0:00,0,70619,4/6/2016 9:16
3/12/2016 20:37,Volkswagen_Passat_Variant_2.0_TDI_DPF,privat,Angebot,3999,test,kombi,2005,manuell,136,passat,150000,7,diesel,volkswagen,nein,3/12/2016 0:00,0,19370,4/5/2016 15:47
3/18/2016 14:38,Ford_Focus_Turnier_2.0_TDCi_DPF_Aut._Style+,privat,Angebot,6490,test,kombi,2010,automatik,110,focus,125000,8,diesel,ford,nein,3/18/2016 0:00,0,10629,4/5/2016 22:17
3/29/2016 15:53,Porsche_928_S,privat,Angebot,4490,control,coupe,1984,automatik,310,andere,150000,4,benzin,porsche,nein,3/29/2016 0:00,0,85777,3/29/2016 16:41
3/17/2016 14:51,BMW_520i_E60_*Leder*_AHK*_Navi,privat,Angebot,6050,control,limousine,2003,manuell,0,5er,150000,11,benzin,bmw,nein,3/17/2016 0:00,0,10555,3/19/2016 14:20
3/24/2016 15:57,Mercedes_w123_280_Motor,privat,Angebot,1,test,limousine,1983,manuell,0,,150000,6,benzin,mercedes_benz,nein,3/24/2016 0:00,0,53173,4/7/2016 8:45
3/8/2016 1:59,Land_Rover_Discovery_4_SD_V6_HSE_Facelift_7_Sitzer,privat,Angebot,50950,control,suv,2014,automatik,256,discovery,20000,3,diesel,land_rover,nein,3/8/2016 0:00,0,50859,3/17/2016 5:45
4/2/2016 8:54,Ford_S_Max_2.2_TDCi_DPF_Titanium_Xenon_Alcantara_Navi_Panorama,privat,Angebot,7299,control,bus,2008,manuell,175,s_max,150000,11,diesel,ford,nein,4/2/2016 0:00,0,34560,4/6/2016 7:17
3/7/2016 11:58,Ford_Taunus_2_0_GL___Youngtimer_Originalzustand_ohne_Rost,privat,Angebot,5500,test,limousine,1980,manuell,96,andere,60000,1,benzin,ford,nein,3/7/2016 0:00,0,14163,3/11/2016 3:46
4/1/2016 20:57,Volvo_S40_1.8_TÜV_neu_KLIMA_T_Leder,privat,Angebot,1500,test,limousine,1998,manuell,116,andere,150000,6,benzin,volvo,nein,4/1/2016 0:00,0,28876,4/5/2016 19:16
3/18/2016 0:55,Renault_Twingo_97_in_rot_fuer_Bastler,privat,Angebot,350,test,kleinwagen,1997,manuell,0,twingo,150000,0,benzin,renault,,3/18/2016 0:00,0,22149,4/5/2016 22:15
3/14/2016 12:39,Schoener_Kleinwagen_zu_verkaufen__mit_TÜV_!!!,privat,Angebot,800,test,kleinwagen,2003,manuell,0,twingo,150000,10,benzin,renault,nein,3/14/2016 0:00,0,24598,3/21/2016 2:16
4/4/2016 3:03,BMW_750iA_Individual__Doppelverglasung_Festpreis,privat,Angebot,1199,control,limousine,1995,automatik,326,7er,150000,1,benzin,bmw,nein,4/4/2016 0:00,0,67657,4/6/2016 8:16
3/23/2016 17:52,Golf_Plus_United_1_4_TSI_122PS_6_Gang_Navi__AHK,privat,Angebot,6199,control,limousine,2008,manuell,122,golf,150000,4,benzin,volkswagen,nein,3/23/2016 0:00,0,26409,4/6/2016 7:16
3/30/2016 12:50,Volkswagen_Touran_1.9_TDI,privat,Angebot,4900,control,bus,2004,manuell,105,touran,150000,10,diesel,volkswagen,ja,3/30/2016 0:00,0,89079,4/7/2016 3:44
4/1/2016 14:56,Citroën_C3_1.4_Exclusive,privat,Angebot,4000,test,kleinwagen,2008,manuell,73,c3,90000,10,benzin,citroen,nein,4/1/2016 0:00,0,6567,4/7/2016 12:46
4/3/2016 13:47,Renault_Trafic_2.0_dCi_Komfort,privat,Angebot,3050,control,bus,2006,manuell,114,andere,150000,12,diesel,renault,nein,4/3/2016 0:00,0,90489,4/3/2016 13:47
3/28/2016 11:37,Opel_Astra_1.7_CDTI__17_Zoll_Aluraeder_inkl._Winterraeder_auf_Alu´s,privat,Angebot,8350,control,limousine,2010,manuell,110,astra,100000,5,diesel,opel,,3/28/2016 0:00,0,66909,4/6/2016 13:17
3/5/2016 14:20,Fiat_Brava_Tuev_neu!!_03/2018!!_Klima!!_Motor_defekt!!,privat,Angebot,450,test,limousine,1997,manuell,103,andere,150000,11,benzin,fiat,ja,3/4/2016 0:00,0,56370,3/17/2016 6:46
4/3/2016 22:46,Opel_Astra_1.8,privat,Angebot,1400,control,limousine,2000,automatik,116,astra,150000,3,benzin,opel,nein,4/3/2016 0:00,0,88525,4/5/2016 23:47
3/24/2016 15:50,Volvo_C70_2.0D,privat,Angebot,12400,test,cabrio,2008,manuell,136,c_reihe,150000,5,diesel,volvo,nein,3/24/2016 0:00,0,41748,4/7/2016 7:46
4/3/2016 14:37,BMW_320i_Touring_Xenon_Teilleder_Tempomat_PDC,privat,Angebot,8900,test,kombi,2008,manuell,170,3er,90000,7,benzin,bmw,nein,4/3/2016 0:00,0,70378,4/5/2016 13:18
3/11/2016 20:59,BMW_330_Touring_M_Ausstattung,privat,Angebot,12900,control,kombi,2006,manuell,231,3er,150000,7,,bmw,,3/11/2016 0:00,0,88263,3/19/2016 8:47
3/18/2016 17:06,Ford_Ka_mit_2_Jahre_TÜV_mit_Klimaanlage_&_wenig_Kilometer,privat,Angebot,799,test,kleinwagen,2003,manuell,54,ka,125000,6,benzin,ford,nein,3/18/2016 0:00,0,60528,3/25/2016 16:50
3/30/2016 13:52,Audi_A5_2.0_TFSI_/_211_PS_/_S_Line_komplett_/_20_Zoll,privat,Angebot,20990,test,coupe,2009,manuell,211,a5,125000,11,benzin,audi,nein,3/30/2016 0:00,0,73734,4/7/2016 4:44
3/29/2016 20:37,BMW_525d_touring,privat,Angebot,3700,test,kombi,2001,automatik,163,5er,150000,1,diesel,bmw,nein,3/29/2016 0:00,0,4603,4/6/2016 6:45
3/12/2016 1:00,Mercedes_Benz_V_220_CDI_Fashion,privat,Angebot,5500,test,bus,2001,automatik,122,v_klasse,150000,10,diesel,mercedes_benz,nein,3/11/2016 0:00,0,41334,3/27/2016 20:47
4/3/2016 22:37,Renault_Clio_1.4_16V_Dynamique,privat,Angebot,2350,control,kleinwagen,2002,manuell,98,clio,100000,11,benzin,renault,nein,4/3/2016 0:00,0,21522,4/5/2016 23:44
3/27/2016 3:36,BMW_330_Ci,privat,Angebot,5200,test,cabrio,2001,manuell,231,3er,125000,11,benzin,bmw,nein,3/27/2016 0:00,0,31832,3/27/2016 9:50
3/12/2016 21:48,"Volkswagen_Scirocco_1.4_TSI_Navi_Xenon_19""_Alus_Kamera_uvm!",privat,Angebot,15700,test,coupe,2012,manuell,160,scirocco,50000,8,benzin,volkswagen,nein,3/12/2016 0:00,0,13435,4/5/2016 17:21
3/9/2016 15:51,BMW320d_DPF_top_Zustand_Scheckheftgepflegt_Klima_Panorama_BC_PDC,privat,Angebot,2550,control,kombi,2002,manuell,163,3er,150000,5,diesel,bmw,nein,3/9/2016 0:00,0,59609,4/3/2016 0:47
3/21/2016 0:59,Mercedes_Benz_400_CDI_Final_Edition,privat,Angebot,9999,test,suv,2005,automatik,250,m_klasse,150000,11,diesel,mercedes_benz,nein,3/20/2016 0:00,0,13089,4/5/2016 22:45
3/24/2016 12:50,Opel_Corsa_1.2_16V_Blue_&_Silver,privat,Angebot,2200,test,kleinwagen,2003,automatik,75,corsa,125000,3,benzin,opel,nein,3/24/2016 0:00,0,99102,4/7/2016 3:46
4/5/2016 6:03,Polo_6n1_zuverlaufen,privat,Angebot,600,test,kleinwagen,1996,manuell,50,,150000,0,benzin,volkswagen,,4/5/2016 0:00,0,49456,4/7/2016 9:46
3/24/2016 15:38,Abarth_500,privat,Angebot,16990,test,kleinwagen,2015,manuell,135,,20000,5,benzin,sonstige_autos,nein,3/24/2016 0:00,0,74199,4/7/2016 7:16
3/5/2016 16:30,Fiat_Punto_Cabrio_16V_Bertone,privat,Angebot,1790,control,cabrio,1998,manuell,86,punto,125000,4,benzin,fiat,nein,3/5/2016 0:00,0,65597,4/1/2016 18:45
3/10/2016 19:58,Volkswagen_Up!__Beispielbild_,privat,Angebot,7500,control,kleinwagen,2012,manuell,60,up,20000,1,benzin,volkswagen,,3/10/2016 0:00,0,54329,3/21/2016 10:47
4/3/2016 18:41,Audi_TT_Roadster_1.8_T,privat,Angebot,6100,control,cabrio,2002,manuell,150,tt,150000,5,benzin,audi,nein,4/3/2016 0:00,0,97729,4/5/2016 18:46
3/26/2016 17:45,Nissan_Primera_1.6,privat,Angebot,1400,control,limousine,1998,manuell,99,primera,125000,3,benzin,nissan,nein,3/26/2016 0:00,0,32676,4/6/2016 6:17
3/20/2016 19:38,Renault_Megane_1.6_Grandtour_Dynamique,privat,Angebot,4190,test,kombi,2006,manuell,116,megane,90000,2,benzin,renault,nein,3/20/2016 0:00,0,64289,4/7/2016 3:17
3/7/2016 19:38,Volkswagen_Passat_Variant_2.0_TDI_Highline,privat,Angebot,5250,control,kombi,2006,manuell,140,passat,150000,5,diesel,volkswagen,nein,3/7/2016 0:00,0,13187,3/15/2016 4:15
3/28/2016 16:58,Volkswagen_Golf_1.9_TDI,privat,Angebot,3750,test,limousine,2003,manuell,105,golf,150000,12,diesel,volkswagen,nein,3/28/2016 0:00,0,80807,4/6/2016 22:17
3/22/2016 10:53,Opel_vectra_1_6l_kombi,privat,Angebot,350,control,kombi,1999,manuell,116,vectra,150000,3,benzin,opel,,3/22/2016 0:00,0,29336,3/22/2016 10:53
3/22/2016 14:39,Golf3_1_8l_150000_km_Rentner__rot__TÜV_2017,privat,Angebot,1600,control,limousine,1995,manuell,90,golf,150000,7,benzin,volkswagen,nein,3/22/2016 0:00,0,1640,3/29/2016 17:46
3/13/2016 12:07,Opel_Meriva,privat,Angebot,2500,control,,2016,,0,meriva,125000,0,benzin,opel,,3/13/2016 0:00,0,56566,3/22/2016 11:18
3/16/2016 19:43,Audi_80_Avant__V6_2.6,privat,Angebot,150,test,kombi,1993,manuell,150,80,150000,5,benzin,audi,,3/16/2016 0:00,0,88693,3/20/2016 20:18
3/20/2016 8:57,Kia_Rio_1.4_crdi_Spirit,privat,Angebot,0,test,kleinwagen,2012,manuell,90,rio,90000,7,diesel,kia,nein,3/20/2016 0:00,0,58840,3/20/2016 9:45
3/14/2016 11:54,GOLF_5_1_9TDI,privat,Angebot,3200,test,limousine,2004,,90,golf,150000,4,diesel,volkswagen,,3/14/2016 0:00,0,52062,3/14/2016 11:54
3/22/2016 23:48,Ford_Focus_2.5_ST,privat,Angebot,8495,test,limousine,2006,manuell,226,focus,125000,6,benzin,ford,nein,3/22/2016 0:00,0,63773,3/25/2016 20:44
3/7/2016 23:56,Skoda_Fabia_1.2_TSI_Sportline,privat,Angebot,7820,test,kleinwagen,2010,manuell,86,fabia,50000,11,benzin,skoda,nein,3/7/2016 0:00,0,45279,4/7/2016 5:45
3/30/2016 11:49,Mercedes_Benz_SLK_280_7G_TRONIC,privat,Angebot,14200,test,cabrio,2005,automatik,231,slk,100000,7,benzin,mercedes_benz,nein,3/30/2016 0:00,0,69469,4/7/2016 2:44
4/3/2016 1:36,Audi_A3_2.0_TFSI_Sportback_S_line_Sportpaket__plus_,privat,Angebot,18000,control,kombi,2008,manuell,200,a3,70000,10,benzin,audi,nein,4/3/2016 0:00,0,16515,4/7/2016 10:16
3/21/2016 20:49,Ford_Ka_Futura_1_Hand_Klima_Kein_Rost_AlufelgenServo,privat,Angebot,1000,test,kleinwagen,2000,manuell,60,ka,60000,6,benzin,ford,nein,3/21/2016 0:00,0,63329,3/22/2016 23:37
4/1/2016 18:56,Opel_Corsa_1.0_12V_3_Tuerer,privat,Angebot,1400,control,kleinwagen,2005,manuell,60,corsa,125000,8,benzin,opel,,4/1/2016 0:00,0,92637,4/5/2016 15:45
3/23/2016 18:39,Audi_A4_Avant_TDI_Navi__Leder__Anh._Kuppl._1.Hand,privat,Angebot,2900,test,kombi,1998,manuell,115,a4,150000,2,diesel,audi,nein,3/23/2016 0:00,0,94571,3/29/2016 13:45
3/10/2016 19:59,Mercedes_Benz_A140_Avantgarde_Automatik,privat,Angebot,1790,control,kleinwagen,2001,automatik,82,a_klasse,150000,6,benzin,mercedes_benz,,3/10/2016 0:00,0,13437,3/11/2016 8:46
3/5/2016 19:52,Toyota_Yaris,privat,Angebot,1650,test,kleinwagen,2002,manuell,87,yaris,150000,9,benzin,toyota,nein,3/5/2016 0:00,0,65604,3/21/2016 0:16
4/2/2016 16:43,Citroën_C5_Tourer_2.0_16V_Aut._Confort_LPG_Gas_Anlage,privat,Angebot,4950,control,kombi,2008,automatik,140,c5,150000,10,benzin,citroen,nein,4/2/2016 0:00,0,94469,4/6/2016 15:18
3/11/2016 19:54,VW_Polo_1.2_12V_Tour_Mod.2007_Klima_PDC_ESP_BC_el.FH_ALU_R/CD_ZV,privat,Angebot,3899,test,kleinwagen,2006,manuell,55,polo,125000,11,benzin,volkswagen,nein,3/11/2016 0:00,0,85757,3/12/2016 11:15
3/9/2016 12:47,Audi_A4_Limosine_1.6,privat,Angebot,4700,control,limousine,2001,manuell,102,a4,60000,6,,audi,nein,3/9/2016 0:00,0,14612,4/5/2016 23:45
3/16/2016 16:49,Opel_Astra_H_Twin_Top_Edition*Euro_4*Tuev_03/2017,privat,Angebot,6300,control,cabrio,2007,manuell,140,astra,60000,6,benzin,opel,nein,3/16/2016 0:00,0,31787,3/20/2016 16:19
3/20/2016 21:37,BMW_318ti_Compact,privat,Angebot,2555,test,limousine,1998,manuell,140,3er,150000,4,benzin,bmw,nein,3/20/2016 0:00,0,94315,4/7/2016 7:46
4/2/2016 20:52,Mercedes_E_320_T_CDI_DPF_Elegance_Xenon_AHK,privat,Angebot,4950,test,kombi,2004,automatik,204,e_klasse,150000,3,diesel,mercedes_benz,nein,4/2/2016 0:00,0,13347,4/6/2016 21:44
3/15/2016 14:53,MAZDA__RX8,privat,Angebot,6600,control,andere,2005,manuell,190,rx_reihe,80000,6,benzin,mazda,nein,3/15/2016 0:00,0,83543,4/6/2016 5:16
3/15/2016 19:55,BMW_320i_Cabrio_6_Zylinder_M_Packet,privat,Angebot,2800,control,cabrio,1996,manuell,150,3er,150000,12,benzin,bmw,nein,3/15/2016 0:00,0,95183,4/7/2016 0:18
4/4/2016 14:00,Nissan_Micra_K12__1_5_dci_Bj_12/2005_CD/Radio_Klima_Servo_Euro_4,privat,Angebot,1900,control,kleinwagen,2005,manuell,68,micra,150000,12,diesel,nissan,nein,4/4/2016 0:00,0,30890,4/6/2016 15:46
3/24/2016 21:49,FRÜHJAHRS_SCHNÄPPCHEN_____TOYOTA__AYGO_____TÜV_NEU______WENIG_KM,privat,Angebot,2950,test,kleinwagen,2008,manuell,68,aygo,80000,4,benzin,toyota,nein,3/24/2016 0:00,0,23774,4/5/2016 17:17
3/8/2016 17:55,Focus_1.6_klima_Wenig_Kilometer__mit_tuev_8fach_bereift,privat,Angebot,3333,control,,2018,manuell,101,focus,100000,4,,ford,nein,3/8/2016 0:00,0,42329,3/17/2016 20:21
3/19/2016 20:37,Opel_astra_f,privat,Angebot,350,control,limousine,1995,manuell,0,astra,70000,0,,opel,ja,3/19/2016 0:00,0,78050,3/20/2016 23:47
3/11/2016 18:50,VW_Golf3_1.6_75ps_Bon_Jovi_Servo_AHK_Schiebedach_NeueReifen_Top,privat,Angebot,390,test,kleinwagen,1996,manuell,75,golf,150000,11,benzin,volkswagen,nein,3/11/2016 0:00,0,46238,3/12/2016 9:16
4/3/2016 14:58,Renault_Clio_1.2_16_V_RT,privat,Angebot,1250,test,kleinwagen,2001,manuell,75,clio,150000,10,benzin,renault,ja,4/3/2016 0:00,0,71672,4/5/2016 14:15
3/25/2016 19:37,Mercedes_Benz_A_140_Classic_TÜV_NEU,privat,Angebot,2000,test,limousine,2000,manuell,82,a_klasse,150000,9,benzin,mercedes_benz,nein,3/25/2016 0:00,0,13585,4/7/2016 2:46
3/29/2016 20:43,Volkswagen_Passat_1.8_CL,privat,Angebot,999,test,limousine,1992,manuell,90,passat,150000,5,benzin,volkswagen,nein,3/29/2016 0:00,0,45883,4/6/2016 6:45
3/20/2016 16:44,Smart_ForTwo,privat,Angebot,17900,test,cabrio,2015,automatik,84,fortwo,5000,5,benzin,smart,nein,3/20/2016 0:00,0,42113,4/6/2016 21:46
3/12/2016 20:49,Nissan_Almera__klimaanlage_,privat,Angebot,1200,test,limousine,1997,manuell,75,almera,90000,3,benzin,nissan,nein,3/12/2016 0:00,0,67112,4/5/2016 14:18
4/4/2016 18:52,Renault_Twingo_1.2,privat,Angebot,5500,test,kleinwagen,2009,,0,twingo,20000,6,benzin,renault,nein,4/4/2016 0:00,0,99439,4/6/2016 21:16
3/16/2016 19:40,BMW_118d_DPF_Edition_Sport,privat,Angebot,13999,test,limousine,2011,manuell,143,1er,40000,11,diesel,bmw,nein,3/16/2016 0:00,0,70329,4/7/2016 4:44
3/27/2016 10:56,Passat_Variant_3bg1.9Tdi_251000km_9/2004,privat,Angebot,1800,control,,2017,manuell,131,passat,150000,9,,volkswagen,ja,3/27/2016 0:00,0,74597,4/7/2016 6:45
3/7/2016 17:43,Fiat_Seicento_Bastlerfahrzeug,privat,Angebot,150,test,kleinwagen,1999,manuell,55,seicento,150000,1,benzin,fiat,,3/7/2016 0:00,0,50765,3/9/2016 14:15
4/1/2016 18:58,Volkswagen_CC_3.6_V6_4_Motion___Navi___Xenon___Leder___DSG,privat,Angebot,8790,control,coupe,2010,automatik,299,cc,100000,6,benzin,volkswagen,ja,4/1/2016 0:00,0,23909,4/1/2016 18:58
3/18/2016 21:06,BMW_118,privat,Angebot,13900,control,cabrio,2009,manuell,143,1er,70000,5,benzin,bmw,nein,3/18/2016 0:00,0,56170,3/20/2016 14:31
3/9/2016 9:57,Audi_A1_1.2_TFSI,privat,Angebot,15000,test,kleinwagen,2014,manuell,86,a1,30000,4,benzin,audi,nein,3/9/2016 0:00,0,73732,3/11/2016 3:17
3/26/2016 10:54,Vw_Golf_Variant_1_9_TDI_Bastler_Export_Teile,privat,Angebot,600,test,kombi,1997,manuell,90,golf,80000,11,diesel,volkswagen,ja,3/26/2016 0:00,0,55452,3/27/2016 22:46
3/28/2016 11:57,Mazda_MX_5_1.8_MZR_Roadster_Coupe,privat,Angebot,10550,control,cabrio,2008,manuell,126,mx_reihe,100000,10,benzin,mazda,nein,3/28/2016 0:00,0,45475,4/6/2016 14:17
3/15/2016 22:53,Ford_Galaxy,privat,Angebot,2000,control,bus,2004,manuell,140,galaxy,150000,1,benzin,ford,nein,3/15/2016 0:00,0,20357,3/29/2016 10:16
4/2/2016 17:46,Renault_Twingo,privat,Angebot,890,control,,2018,manuell,0,twingo,125000,0,benzin,renault,,4/2/2016 0:00,0,66571,4/6/2016 17:16
3/17/2016 20:44,VW_POLO_6R__1_2_TDI_Blue_Motion__5_Tueren__Navi____guter_Zustand,privat,Angebot,7900,control,kleinwagen,2011,manuell,75,polo,125000,3,diesel,volkswagen,nein,3/17/2016 0:00,0,86450,3/17/2016 20:44
3/25/2016 12:56,Bmw__116_I__Motorschaden,privat,Angebot,4999,test,coupe,2009,manuell,122,1er,100000,3,benzin,bmw,nein,3/25/2016 0:00,0,41069,3/31/2016 20:16
3/22/2016 8:54,Rover_200_Limousine_abzugeben,privat,Angebot,700,control,limousine,1998,manuell,75,andere,150000,6,benzin,rover,nein,3/22/2016 0:00,0,38829,4/5/2016 19:17
3/23/2016 22:54,Marakesch__brauner_BMW_1er__3_Tuerer__118d_mit_grosser_Ausstattung,privat,Angebot,13000,test,limousine,2011,manuell,143,1er,125000,11,diesel,bmw,nein,3/23/2016 0:00,0,4107,3/30/2016 4:44
4/4/2016 16:54,BMW_X5_xDrive30d__Mwst.awb.___netto_€_18.650_00_,privat,Angebot,21900,test,limousine,2009,automatik,235,x_reihe,125000,10,diesel,bmw,nein,4/4/2016 0:00,0,94379,4/4/2016 16:54
3/31/2016 14:46,C_180_zu_verkaufen,privat,Angebot,1350,control,,2017,manuell,0,c_klasse,150000,0,,mercedes_benz,,3/31/2016 0:00,0,26892,4/6/2016 7:44
4/3/2016 19:53,Trabant_601,privat,Angebot,650,test,,1970,,26,,100000,5,,trabant,,4/3/2016 0:00,0,9337,4/5/2016 20:45
3/27/2016 19:56,Meinen_BMW_316,privat,Angebot,3000,control,,2005,,0,3er,150000,0,,bmw,,3/27/2016 0:00,0,57462,4/5/2016 18:45
3/6/2016 6:56,Opel_corsa_B_automatik_1.4_beziner_Tuev_bis_2018_Neu_Auto_Top!,privat,Angebot,1250,control,,2018,automatik,0,corsa,125000,0,,opel,,3/6/2016 0:00,0,59423,3/8/2016 21:18
3/12/2016 11:54,Opel_Astra_1.4_Turbo_Sports_Tourer_ecoFLEX_Start/Stop,privat,Angebot,16990,test,kombi,2012,manuell,140,astra,40000,7,benzin,opel,nein,3/12/2016 0:00,0,1217,4/6/2016 5:45
4/3/2016 16:52,BMW_E46_320d_Touring_M_Technik_Sport,privat,Angebot,5150,control,kombi,2001,manuell,150,3er,150000,12,diesel,bmw,nein,4/3/2016 0:00,0,26197,4/3/2016 16:52
